TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
25,Manual,TC25_Verify Form ZC 6356 Version Information Accuracy_Inland Marine_New Business_R1,The objective of this test case is to validate that the Contractors Equipment form ZC 6356 displays accurate version information including edition number and date,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Form Version,Done,Middle Market,CAMS-1863,High,Positive
25,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
25,,,,3. Navigate to Inland Marine screen,3. User should be able to view the Inland Marine screen with all mandatory fields,,,,,,
25,,,,4. Click on Contractors Equipment coverage,4. User should be able to select the Contractors Equipment coverage option,,,,,,
25,,,,5. Select form ZC 6356,5. Form ZC 6356 should be selected,,,,,,
25,,,,6. Verify form edition number is 03/25,6. User should verify that form edition number is 03/25,,,,,,
25,,,,7. Verify form version metadata,7. User should verify that complete version and edition metadata is displayed correctly,,,,,,
26,Manual,TC26_Verify Old Form Version is Not Available_Inland Marine_New Business_R2,The objective of this test case is to validate that the old version of the Contractors Equipment form ZC 6356 is no longer available in the system,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Form Version,Done,Middle Market,CAMS-1863,High,Positive
26,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
26,,,,3. Navigate to Inland Marine screen,3. User should be able to view the Inland Marine screen with all mandatory fields,,,,,,
26,,,,4. Click on Contractors Equipment coverage,4. User should be able to select the Contractors Equipment coverage option,,,,,,
26,,,,5. Search for old form version,5. User should attempt to find the old form version in the system,,,,,,
26,,,,6. Verify old version is not available,6. User should verify that only the latest 03/25 edition form is available and old version is not present,,,,,,
27,Manual,TC27_Verify Form ZC 6356 Attachment Consistency across Transactions_Inland Marine_All Transactions_R2,The objective of this test case is to validate that the Contractors Equipment form ZC 6356 is consistently attached with the latest edition across all transaction types,1. Create multiple transactions with different types (New Business, Policy Change, Cancel, etc.),1. User should be able to create all transaction types successfully,,,,,,
27,,,,2. For each transaction navigate to Inland Marine screen,2. User should be able to navigate to Inland Marine screen in each transaction,,,,,,
27,,,,3. Select Contractors Equipment coverage,3. User should be able to select Contractors Equipment coverage,,,,,,
27,,,,4. Verify form ZC 6356 is attached,4. Form ZC 6356 should be automatically attached in all transactions,,,,,,
27,,,,5. Verify all attachments have 03/25 edition,5. User should verify that all attached forms have the same latest 03/25 edition,,,,,,
28,Manual,TC28_Verify Form ZC 6356 Cannot Be Manually Replaced with Old Version_Inland Marine_New Business_R2,The objective of this test case is to validate that the user cannot manually replace the automatically attached form ZC 6356 latest edition with an old version,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Form Attachment,Done,Middle Market,CAMS-1863,High,Positive
28,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
28,,,,3. Navigate to Inland Marine screen,3. User should be able to view the Inland Marine screen with all mandatory fields,,,,,,
28,,,,4. Select Contractors Equipment coverage,4. User should be able to select the coverage option,,,,,,
28,,,,5. Navigate to documents section,5. User should be able to view the documents section with attached form ZC 6356,,,,,,
28,,,,6. Attempt to replace with old form version,6. System should prevent user from replacing the latest 03/25 edition with an old version,,,,,,
28,,,,7. Verify latest version remains attached,7. User should verify that only the latest 03/25 edition form remains attached,,,,,,
29,Manual,TC29_Verify Form ZC 6356 Payload contains Correct Metadata_Inland Marine_New Business_R1,The objective of this test case is to validate that the API payload sent to backend contains correct metadata for form ZC 6356 including edition date and version information,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Form Payload,Done,Middle Market,CAMS-1863,High,Positive
29,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
29,,,,3. Navigate to Inland Marine screen,3. User should be able to view the Inland Marine screen with all mandatory fields,,,,,,
29,,,,4. Select Contractors Equipment coverage,4. User should be able to select the coverage option,,,,,,
29,,,,5. Select form ZC 6356,5. Form ZC 6356 should be selected,,,,,,
29,,,,6. Complete all mandatory fields,6. User should be able to complete all mandatory field entries,,,,,,
29,,,,7. Price the submission,7. System should process pricing successfully,,,,,,
29,,,,8. Capture API payload data,8. System should generate API payload with form attachment data,,,,,,
29,,,,9. Verify metadata in payload includes edition date 03/25,9. Payload should contain form metadata with edition date 03/25,,,,,,
29,,,,10. Verify version information in payload,10. Payload should include complete version and edition information for form ZC 6356,,,,,,
30,Manual,TC30_Verify Form ZC 6356 System Behavior when No Contractors Equipment Coverage Selected_Inland Marine_New Business_R2,The objective of this test case is to validate that form ZC 6356 is not attached when Contractors Equipment coverage is not selected,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Form Attachment,Done,Middle Market,CAMS-1863,Medium,Positive
30,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
30,,,,3. Navigate to Inland Marine screen,3. User should be able to view the Inland Marine screen with all mandatory fields,,,,,,
30,,,,4. Select a different Inland Marine coverage (not Contractors Equipment),4. User should be able to select an alternative coverage option,,,,,,
30,,,,5. Navigate to documents section,5. User should be able to view the documents section,,,,,,
30,,,,6. Verify form ZC 6356 is not attached,6. User should verify that form ZC 6356 is not attached when Contractors Equipment is not selected,,,,,,
