TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
20,Manual,TC20_Verify UI Form Display in Coverage Screen_Inland Marine_New Business_Domestic_R3,The objective of this test case is to validate that ZC 6356 displays with correct information in the coverage selection screen,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 UI Coverage Screen,ToDo,Middle Market,CAMS-1863,High,Positive
20,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
20,,,,3. Navigate to Inland Marine LOB configuration screen,3. User should be able to view coverage options,,,,,,
20,,,,4. Locate ZC 6356 in coverage list,4. ZC 6356 should be visible with all required information,,,,,,
20,,,,5. Verify form name display,5. Form should display: ""ZC 6356 - Contractors Equipment"",,,,,,
20,,,,6. Verify edition display,6. Edition should display: ""Edition: 03/25"",,,,,,
20,,,,7. Verify form status is Active,7. Form should show status as ""Active"" (not deprecated),,,,,,
20,,,,8. Verify form is enabled for selection,8. ZC 6356 should be enabled and clickable for user selection,,,,,,
26,Manual,TC26_NEGATIVE_Old Form Version Auto-Attachment_Inland Marine_New Business_Domestic_R2,"The objective of this test case is to validate that the system does NOT attach old/deprecated form versions, only latest 03/25 edition",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Version,ToDo,Middle Market,CAMS-1863,High,Negative
26,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
26,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
26,,,,4. Select ZC 6356 Coverage,4. Form selection should trigger attachment process,,,,,,
26,,,,5. Navigate to documents section,5. Documents should show attached forms,,,,,,
26,,,,6. Verify ONLY 03/25 edition is attached,6. OLD form versions should NOT be present in documents,,,,,,
26,,,,7. Confirm no version downgrade,7. System should maintain only latest edition; older versions must be rejected,,,,,,
27,Manual,TC27_NEGATIVE_Incorrect Edition Date in Payload_Inland Marine_New Business_Domestic_R1,"The objective of this test case is to validate that system does NOT send incorrect edition dates in payload, must be 03/25 only",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Payload,ToDo,Middle Market,CAMS-1863,High,Negative
27,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
27,,,,3. Select ZC 6356 Coverage,3. Form should be selected,,,,,,
27,,,,4. Complete mandatory fields,4. All mandatory fields should be filled,,,,,,
27,,,,5. Price the submission,5. Pricing should complete successfully,,,,,,
27,,,,6. Inspect system payload for edition date,6. Payload MUST contain ONLY ""editionDate: 03/25"",,,,,,
27,,,,7. Verify no incorrect dates in payload,7. Payload should NOT contain any edition dates other than 03/25,,,,,,
28,Manual,TC28_NEGATIVE_Form Display Missing Edition Date_Inland Marine_New Business_Domestic_R3,"The objective of this test case is to validate that system DOES NOT display form without edition date, always shows 03/25",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Display,ToDo,Middle Market,CAMS-1863,High,Negative
28,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
28,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
28,,,,4. Select ZC 6356 Coverage,4. Form should be selected for attachment,,,,,,
28,,,,5. Navigate to documents section,5. Documents should display attached forms with details,,,,,,
28,,,,6. Verify form displays with edition date,6. Form MUST display with Edition: 03/25 (if missing = FAILURE),,,,,,
28,,,,7. Confirm edition date is visible,7. Edition date should be clearly visible in form details,,,,,,
29,Manual,TC29_NEGATIVE_Form Attachment Without Selection_Inland Marine_New Business_Domestic_R2,"The objective of this test case is to validate that ZC 6356 does NOT auto-attach without explicit coverage selection, preventing unintended attachments",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative No Selection,ToDo,Middle Market,CAMS-1863,High,Negative
29,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
29,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB screen,,,,,,
29,,,,4. Do NOT explicitly select ZC 6356 Coverage,4. ZC 6356 should remain unselected,,,,,,
29,,,,5. Complete other mandatory fields,5. Other mandatory fields should be filled without ZC 6356,,,,,,
29,,,,6. Navigate to documents section,6. Documents should show attached forms list,,,,,,
29,,,,7. Verify ZC 6356 NOT attached,7. ZC 6356 should NOT be present in documents (only selected forms),,,,,,
30,Manual,TC30_NEGATIVE_Multiple Form Versions in Documents_Inland Marine_New Business_Domestic_R2,"The objective of this test case is to validate that system does NOT store multiple versions of ZC 6356, only one latest version",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Multiple,ToDo,Middle Market,CAMS-1863,High,Negative
30,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
30,,,,3. Select ZC 6356 Coverage,3. Form should be selected and attached,,,,,,
30,,,,4. Navigate to documents section,4. Documents section should display attached forms,,,,,,
30,,,,5. Count ZC 6356 instances,5. There should be EXACTLY ONE instance of ZC 6356,,,,,,
30,,,,6. Verify no duplicate forms,6. System should NOT contain duplicate or multiple versions,,,,,,
30,,,,7. Confirm single attachment,7. Only latest 03/25 edition should exist in documents,,,,,,
31,Manual,TC31_NEGATIVE_Invalid Form Version in Quote_Inland Marine_New Business_Domestic_R1,"The objective of this test case is to validate that Quote document never displays deprecated/invalid form versions, only latest 03/25",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Quote,ToDo,Middle Market,CAMS-1863,High,Negative
31,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
31,,,,3. Select ZC 6356 Coverage,3. Form should be selected and attached,,,,,,
31,,,,4. Complete mandatory fields and Price,4. Pricing should complete successfully,,,,,,
31,,,,5. Generate Quote document,5. Quote generation should succeed,,,,,,
31,,,,6. Inspect quote for form version,6. Quote should display ZC 6356 with Edition: 03/25 ONLY,,,,,,
31,,,,7. Verify no old versions in quote,7. Quote must NOT show any deprecated form versions,,,,,,
32,Manual,TC32_NEGATIVE_Form Edition Mismatch Across Documents_Inland Marine_New Business_Domestic_R1R3,"The objective of this test case is to validate that form edition is consistent across all documents (Quote, Binder, Policy), all must show 03/25",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Mismatch,ToDo,Middle Market,CAMS-1863,High,Negative
32,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
32,,,,3. Select ZC 6356 Coverage,3. Form should be selected,,,,,,
32,,,,4. Complete mandatory fields,4. All mandatory fields should be filled,,,,,,
32,,,,5. Price and generate Quote,5. Quote should show ZC 6356 with Edition: 03/25,,,,,,
32,,,,6. Bind the Policy,6. Binder document should also show ZC 6356 with Edition: 03/25,,,,,,
32,,,,7. Issue the Policy,7. Issued policy should display ZC 6356 with Edition: 03/25,,,,,,
32,,,,8. Compare editions across documents,8. ALL documents (Quote, Binder, Policy) MUST have IDENTICAL edition (03/25),,,,,,
33,Manual,TC33_NEGATIVE_Form Payload Missing Version Metadata_Inland Marine_New Business_Domestic_R1,"The objective of this test case is to validate that system does NOT send payload without complete form metadata, all required fields must be present",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Metadata,ToDo,Middle Market,CAMS-1863,High,Negative
33,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
33,,,,3. Select ZC 6356 Coverage,3. Form should be selected,,,,,,
33,,,,4. Complete mandatory fields,4. All mandatory fields should be filled,,,,,,
33,,,,5. Price the submission,5. Pricing should trigger payload generation,,,,,,
33,,,,6. Verify payload structure,6. Payload MUST include: formName, formNumber, editionDate, version,,,,,,
33,,,,7. Verify no missing metadata,7. If any metadata field is missing = system FAILURE,,,,,,
34,Manual,TC34_NEGATIVE_Pricing Proceeds Without Form Validation_Inland Marine_New Business_Domestic_R1,"The objective of this test case is to validate that system does NOT allow pricing if required form validation fails, prevents invalid pricing",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Pricing,ToDo,Middle Market,CAMS-1863,High,Negative
34,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
34,,,,3. Select Inland Marine LOB,3. User should navigate to Inland Marine LOB screen,,,,,,
34,,,,4. Intentionally skip form selection/validation,4. Form validation should be required but skipped,,,,,,
34,,,,5. Attempt to Price the submission,5. System should REJECT pricing attempt with error message,,,,,,
34,,,,6. Verify validation error occurs,6. Error should indicate missing form or validation failure,,,,,,
34,,,,7. Confirm pricing blocked,7. Pricing process should NOT complete without valid form,,,,,,
35,Manual,TC35_NEGATIVE_Binding Without Form Attachment_Inland Marine_New Business_Domestic_R2,"The objective of this test case is to validate that system does NOT allow binding if required ZC 6356 form not attached, prevents invalid binding",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Binding,ToDo,Middle Market,CAMS-1863,High,Negative
35,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
35,,,,3. Select ZC 6356 Coverage,3. Form should be selected for attachment,,,,,,
35,,,,4. Complete mandatory fields,4. All mandatory fields should be filled,,,,,,
35,,,,5. Price and Quote,5. Pricing and quote generation should succeed,,,,,,
35,,,,6. Intentionally remove ZC 6356 from documents,6. Form should be removed/unattached,,,,,,
35,,,,7. Attempt to Bind,7. System should REJECT binding with error (missing required form),,,,,,
35,,,,8. Confirm binding blocked,8. Binding process should NOT complete without form attachment,,,,,,
36,Manual,TC36_NEGATIVE_Policy Issuance Missing Form_Inland Marine_New Business_Domestic_R1R3,"The objective of this test case is to validate that Issued Policy always contains ZC 6356 form, missing form should prevent or indicate issuance error",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Issuance,ToDo,Middle Market,CAMS-1863,High,Negative
36,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
36,,,,3. Select ZC 6356 Coverage,3. Form should be selected and attached,,,,,,
36,,,,4. Complete mandatory fields,4. All mandatory fields should be filled,,,,,,
36,,,,5. Price and Quote,5. Pricing and quote generation should succeed,,,,,,
36,,,,6. Bind the policy,6. Binding should complete successfully,,,,,,
36,,,,7. Issue the Policy,7. Policy issuance should complete,,,,,,
36,,,,8. Navigate to Forms section,8. ZC 6356 with Edition: 03/25 MUST be present in forms section (if missing = FAILURE),,,,,,
37,Manual,TC37_NEGATIVE_Form Replacement with Old Version_Inland Marine_Policy Change_Domestic_R1,"The objective of this test case is to validate that system does NOT allow replacing 03/25 edition with old form version during Policy Change",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Replace,ToDo,Middle Market,CAMS-1863,High,Negative
37,,,,2. Create a Policy Change submission,2. User should be able to create a PC submission successfully,,,,,,
37,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB with existing ZC 6356,,,,,,
37,,,,4. Verify ZC 6356 currently has 03/25 edition,4. Existing form should show Edition: 03/25,,,,,,
37,,,,5. Attempt to replace form with old version,5. System should prevent or reject replacement attempt,,,,,,
37,,,,6. Verify system maintains 03/25 edition,6. System should keep 03/25 edition; downgrade should NOT be allowed,,,,,,
37,,,,7. Confirm form version integrity,7. Form version should remain as latest 03/25 edition,,,,,,
38,Manual,TC38_NEGATIVE_Form Removal During Renewal_Inland Marine_Renewal_Domestic_R2R3,"The objective of this test case is to validate that ZC 6356 form is NOT removed/unattached during Renewal workflow, maintains continuity",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Removal,ToDo,Middle Market,CAMS-1863,High,Negative
38,,,,2. Create a Renewal submission,2. User should be able to create a renewal submission successfully,,,,,,
38,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB with ZC 6356 from prior policy,,,,,,
38,,,,4. Verify ZC 6356 is initially attached,4. Form should be present with Edition: 03/25 from prior policy,,,,,,
38,,,,5. Attempt to proceed without the form,5. System should require or maintain form attachment,,,,,,
38,,,,6. Complete other mandatory fields,6. All mandatory fields should be filled successfully,,,,,,
38,,,,7. Price and Quote,7. Pricing and quote should succeed with form present,,,,,,
38,,,,8. Verify form remains in renewal,8. ZC 6356 should NOT be removed; must appear in quote and final policy,,,,,,
39,Manual,TC39_NEGATIVE_Produced Scope Form Version Mismatch_Inland Marine_New Business_Produced_R1R3,"The objective of this test case is to validate that Produced scope uses SAME 03/25 edition, NOT different version from Domestic",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Produced Mismatch,ToDo,Middle Market,CAMS-1863,High,Negative
39,,,,2. Create a Produced submission with Inland Marine LOB,2. User should be able to create a Produced submission successfully,,,,,,
39,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
39,,,,4. Select ZC 6356 Coverage,4. Form should be selected,,,,,,
39,,,,5. Verify form edition in Produced scope,5. Form should display Edition: 03/25 (SAME as Domestic),,,,,,
39,,,,6. Verify NO different version in Produced,6. Produced scope must NOT use different edition from Domestic,,,,,,
39,,,,7. Complete pricing workflow,7. Pricing should use correct 03/25 edition for Produced scope,,,,,,
39,,,,8. Verify payload contains same edition,8. Payload for Produced scope must show Edition: 03/25,,,,,,
40,Manual,TC40_NEGATIVE_UI Validation Invalid Form Selection_Inland Marine_New Business_Domestic_R3,"The objective of this test case is to validate that system prevents selection of deprecated/invalid form versions in UI, only allows 03/25",1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Negative Invalid UI,ToDo,Middle Market,CAMS-1863,High,Negative
40,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
40,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view coverage selection options,,,,,,
40,,,,4. Inspect form dropdown for deprecated versions,4. Dropdown should display only valid forms,,,,,,
40,,,,5. Verify ZC 6356 03/25 is selectable,5. ZC 6356 (03/25 Edition) should be available and clickable,,,,,,
40,,,,6. Verify old versions NOT selectable,6. Old/deprecated form versions should be GREYED OUT or NOT present,,,,,,
40,,,,7. Attempt to select old version,7. System should prevent selection of invalid/old versions,,,,,,
40,,,,8. Confirm UI validation works,8. UI should enforce that only 03/25 edition can be selected,,,,,,
