TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
TC_2275_037,Manual,"TC37_Negative Test - Issuance Does NOT Enforce Per Day Limit","Verify that Policy Issuance process does NOT enforce Per Day Limit as mandatory when field is blank","1. Create, Quote, and Bind Fleet CA NB | Leave Per Day Limit blank throughout","1. NB created through Bind with blank Per Day Limit","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_037,,,"","2. Attempt to Issue policy with blank Per Day Limit","2. Issue process initiated | No mandatory field block","","","","","",
TC_2275_037,,,"","3. Verify Issue does NOT reject blank Per Day Limit","3. Issue successful | Policy issued with blank field","","","","","",
TC_2275_037,,,"","4. Verify Issued policy forms show blank Per Day Limit","4. Issued policy forms display blank Per Day Limit | No auto-population","","","","","",
TC_2275_038,Manual,"TC38_Negative Test - Backend Payload Accepts Blank Per Day Limit","Verify that backend system accepts and processes blank Per Day Limit in API payload","1. Create Fleet CA NB | Leave Per Day Limit blank | Complete to Quote","1. NB created with blank Per Day Limit | Quote generated","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_038,,,"","2. Inspect API payload for Per Day Limit field","2. API call captured | Payload accessible","","","","","",
TC_2275_038,,,"","3. Verify Per Day Limit sent as null/empty in payload (not mandatory)","3. Per Day Limit field in payload is empty/null | Not validation error","","","","","",
TC_2275_038,,,"","4. Verify backend processing succeeds with blank Per Day Limit","4. Backend accepted payload | No rejection for missing Per Day Limit","","","","","",
TC_2275_039,Manual,"TC39_Negative Test - Old Mandatory Validation NOT Present","Verify that deprecated mandatory validation for Per Day Limit is NOT present in system","1. Attempt to identify any legacy validation rules for Per Day Limit","1. System reviewed for legacy rules","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto,CAMS-2275,Low,Negative
TC_2275_039,,,"","2. Create Fleet CA submission | Enable debug/trace logging","2. Logging enabled | Submission created","","","","","",
TC_2275_039,,,"","3. Leave Per Day Limit blank | Proceed through workflow","3. Form proceeds without validation blocks","","","","","",
TC_2275_039,,,"","4. Verify NO legacy mandatory validation error in logs","4. No 'Per Day Limit required' error logged | Old validation removed","","","","","",
TC_2275_040,Manual,"TC40_Negative Test - No Error When Per Day Limit Intentionally Left Blank","Verify that intentionally leaving Per Day Limit blank does NOT trigger any system error or warning","1. Create Fleet CA NB with intentional decision to leave Per Day Limit blank","1. NB submission created","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_040,,,"","2. Complete entire workflow (Price, Quote, Bind, Issue) intentionally without Per Day Limit","2. All workflow steps accessible and executable","","","","","",
TC_2275_040,,,"","3. Monitor system for any warning/error messages related to Per Day Limit","3. No warning or error message appears | System silent on blank field","","","","","",
TC_2275_040,,,"","4. Verify issued policy shows no alerts or flags for missing Per Day Limit","4. Issued policy clean | No flags or warnings | Blank Per Day Limit accepted","","","","","",
