TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
1,Manual,TC01_Verify Per Day Limit Field Not Mandatory for AB-SEF20 U_Fleet_New Business_AC1,The objective of this test case is to validate that the Per Day Limit field is not mandatory for the AB-SEF20 U form when creating a new business submission in Fleet LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen with all required fields,Commercial Auto/CAMS-2275 Per Day Limit Non-Mandatory,ToDo,Commercial Auto,CAMS-2275,High,Positive
34,Manual,TC34_Verify Per Day Limit Non-Mandatory for SEF20U0377_IRCA_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for SEF20U0377 form version in IRCA,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 SEF Form Version,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
34,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
34,,,,3. Configure IRCA and select SEF20U0377 form,3. Form should be available and selectable,,,,,
34,,,,4. Verify Per Day Limit field is non-mandatory,4. Per Day Limit should not be enforced,,,,,
34,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding,,,,,
34,,,,6. Complete pricing and quote generation,6. Quote should be generated successfully,,,,,
35,Manual,TC35_Verify Per Day Limit Non-Mandatory with Multiple Forms in Single Submission_Fleet_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory when multiple 20-series forms are added to single submission,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Multiple Forms,ToDo,Commercial Auto,CAMS-2275,High,Positive
35,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
35,,,,3. Configure Fleet and add first 20-series form (AB-SEF20 U),3. First form should be added,,,,,
35,,,,4. Leave Per Day Limit blank for first form,4. First form should be added without Per Day Limit,,,,,
35,,,,5. Add second 20-series form (NBEF 20 U),5. Second form should be added successfully,,,,,
35,,,,6. Leave Per Day Limit blank for second form,6. Second form should be added without Per Day Limit,,,,,
35,,,,7. Complete pricing and verify both forms process without Per Day Limit,7. Both forms should be priced successfully with blank Per Day Limit fields,,,,,
36,Manual,TC36_Verify Per Day Limit Non-Mandatory for AB Jurisdiction IRCA_IRCA_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for 20-series forms in IRCA AB jurisdiction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA AB,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
36,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
36,,,,3. Select AB as base jurisdiction,3. AB jurisdiction should be selected,,,,,
36,,,,4. Add vehicles and drivers for AB jurisdiction,4. IRCA should be configured,,,,,
36,,,,5. Select any 20-series form and verify Per Day Limit is non-mandatory,5. Form should be selectable without Per Day Limit requirement,,,,,
36,,,,6. Leave Per Day Limit blank and complete risk analysis,6. Risk analysis should proceed without Per Day Limit,,,,,
37,Manual,TC37_Verify Produced Scope - Per Day Limit Non-Mandatory_Fleet_New Business_Produced,The objective of this test case is to validate that Per Day Limit is non-mandatory for 20-series forms in Produced scope submissions,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Produced Scope,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
37,,,,2. Create a Produced scope submission with Fleet LOB,2. Submission with Produced scope should be created,,,,,
37,,,,3. Configure Fleet and select a 20-series form,3. Form should be selectable in Produced scope,,,,,
37,,,,4. Verify Per Day Limit field is non-mandatory,4. Field should not be enforced as required,,,,,
37,,,,5. Leave Per Day Limit blank and proceed to pricing,5. Pricing should proceed without Per Day Limit,,,,,
37,,,,6. Complete quote and bind process,6. Quote and bind should complete successfully,,,,,
38,Manual,TC38_Verify Produced Scope - Per Day Limit Non-Mandatory_IRCA_New Business_Produced,The objective of this test case is to validate that Per Day Limit is non-mandatory for 20-series forms in Produced scope IRCA submissions,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA Produced Scope,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
38,,,,2. Create a Produced scope submission with IRCA LOB,2. Submission with Produced scope should be created,,,,,
38,,,,3. Configure IRCA and select a 20-series form,3. Form should be selectable in Produced scope,,,,,
38,,,,4. Verify Per Day Limit field is non-mandatory,4. Field should not be enforced,,,,,
38,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding,,,,,
38,,,,6. Complete pricing and quote generation,6. Quote should be generated successfully,,,,,
39,Manual,TC39_Negative - Old Validation Rules Should Not Apply to 20-Series Forms_Fleet_Policy Change,The objective of this test case is to validate that old mandatory validation rules for Per Day Limit do not apply to updated 20-series forms,1. Load existing Fleet policy with 20-series form,1. Policy should be loaded successfully,,,,,
39,,,,2. Initiate policy change transaction,2. Policy change should be initiated,,,,,
39,,,,3. Select the same 20-series form,3. Form should be selected,,,,,
39,,,,4. Verify old validation rules (if any) are not enforced,4. System should not enforce old mandatory Per Day Limit requirement,,,,,
39,,,,5. Proceed without entering Per Day Limit,5. System should allow proceeding without errors,,,,,
39,,,,6. Complete pricing and quote generation,6. Quote should generate successfully,,,,,
40,Manual,TC40_Negative - Per Day Limit Should Remain Blank Across Lifecycle_Fleet_NB to PC to Renewal,The objective of this test case is to validate that Per Day Limit remains blank throughout policy lifecycle,1. Create new business Fleet submission with 20-series form,1. Submission should be created successfully,,,,,
40,,,,2. Leave Per Day Limit blank and issue policy,2. Issued policy should have blank Per Day Limit,,,,,
40,,,,3. Create policy change on issued policy,3. Policy change should be initiated,,,,,
40,,,,4. Verify Per Day Limit remains blank in policy change,4. Per Day Limit should still be blank,,,,,
40,,,,5. Issue policy change,5. PC policy should be issued with blank Per Day Limit,,,,,
40,,,,6. Create renewal on updated policy,6. Renewal should be initiated,,,,,
40,,,,7. Verify Per Day Limit remains blank in renewal,7. Per Day Limit should still be blank in renewal,,,,,
41,Manual,TC41_Verify Per Day Limit Field Behavior with Optional User Input_Fleet_New Business,The objective of this test case is to validate that user can optionally provide Per Day Limit value even though field is non-mandatory,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Optional Input,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
41,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
41,,,,3. Configure Fleet and select a 20-series form,3. Form should be selected,,,,,
41,,,,4. Enter a valid Per Day Limit value (optional input),4. System should accept the optional value,,,,,
41,,,,5. Complete pricing and quote generation,5. Quote should be generated with the provided Per Day Limit value,,,,,
41,,,,6. Verify provided value appears in quote document,6. Quote document should reflect the optionally provided Per Day Limit value,,,,,
42,Manual,TC42_Verify Per Day Limit Field Behavior with Optional User Input_IRCA_Policy Change,The objective of this test case is to validate that user can optionally provide Per Day Limit value in IRCA during policy change,1. Load existing IRCA policy with 20-series form,1. Policy should be loaded successfully,,,,,
42,,,,2. Initiate policy change transaction,2. Policy change should be initiated,,,,,
42,,,,3. Optionally enter a Per Day Limit value,3. System should accept the optional value,,,,,
42,,,,4. Complete pricing and quote generation,4. Quote should be generated with the provided value,,,,,
42,,,,5. Verify provided value appears in quote and binder documents,5. Documents should reflect the optionally provided Per Day Limit value,,,,,
42,,,,6. Bind and issue the policy change,6. Policy change should be issued successfully,,,,,
